Tissue,Sample,Gene_A,Gene_B
BRCA,TCGA-A7-A4SE-01A-11R-A266-07,ARMC1,RP11-574F21.3
BRCA,TCGA-A7-A4SE-01A-11R-A266-07,FAM59A,GTF2H1
BRCA,TCGA-A7-A4SE-01A-11R-A266-07,MYH9,FOXRED2
BRCA,TCGA-A7-A4SE-01A-11R-A266-07,MYH9,TXN2
BRCA,TCGA-A7-A4SE-01A-11R-A266-07,PKMYT1,CLDN6
BRCA,TCGA-A7-A4SE-01A-11R-A266-07,RNF13,ATP8A2
BRCA,TCGA-A7-A4SE-01A-11R-A266-07,TPT1,LUC7L3
BRCA,TCGA-A7-A4SE-01A-11R-A266-07,TRAPPC8,SS18
BRCA,TCGA-A7-A4SF-01A-11R-A266-07,BCL9,IVL
BRCA,TCGA-A7-A4SF-01A-11R-A266-07,BCL9,SMCP
BRCA,TCGA-A7-A4SF-01A-11R-A266-07,CNOT2,SLC45A4
BRCA,TCGA-A7-A4SF-01A-11R-A266-07,PIP4K2B,MED24
BRCA,TCGA-A7-A4SF-01A-11R-A266-07,PPP1R13B,CCDC88C
BRCA,TCGA-A7-A56D-01A-11R-A27Q-07,GDPD1,SMG8
BRCA,TCGA-A7-A56D-01A-11R-A27Q-07,NDFIP1,NDUFAF2
BRCA,TCGA-A7-A56D-01A-11R-A27Q-07,PNPLA6,ECSIT
BRCA,TCGA-A7-A5ZV-01A-11R-A28M-07,ADC,PHIP
BRCA,TCGA-A7-A5ZV-01A-11R-A28M-07,BCAR3,ODF3L2
BRCA,TCGA-A7-A5ZV-01A-11R-A28M-07,MAST2,NASP
BRCA,TCGA-A7-A5ZV-01A-11R-A28M-07,MYSM1,ALG14
BRCA,TCGA-A7-A5ZV-01A-11R-A28M-07,PHIP,INADL
BRCA,TCGA-A7-A5ZV-01A-11R-A28M-07,PSAP,C1S
BRCA,TCGA-A7-A5ZV-01A-11R-A28M-07,TMEM184B,RNF25
BRCA,TCGA-A7-A5ZV-01A-11R-A28M-07,TMEM45A,C3orf26
BRCA,TCGA-A7-A5ZV-01A-11R-A28M-07,TUBB6,ROBO1
BRCA,TCGA-A7-A5ZV-01A-11R-A28M-07,ZFP91,LPXN
BRCA,TCGA-A7-A5ZV-01A-11R-A28M-07,ZNF487P,FXYD4
BRCA,TCGA-A7-A5ZX-01A-12R-A29R-07,CTNNA3,LOH12CR1
BRCA,TCGA-A7-A6VV-01A-22R-A33J-07,ARRB1,GDPD5
BRCA,TCGA-A7-A6VV-01A-22R-A33J-07,NIPBL,SLC30A9
BRCA,TCGA-A7-A6VV-01A-22R-A33J-07,PRR5L,TRIM44
BRCA,TCGA-A7-A6VV-01A-22R-A33J-07,RCAN1,RUNX1
BRCA,TCGA-A7-A6VV-01A-22R-A33J-07,SYNE2,RTN1
BRCA,TCGA-A7-A6VV-01A-22R-A33J-07,TM9SF3,SLIT1
BRCA,TCGA-A7-A6VW-01A-21R-A33J-07,PPP1R12C,KISS1
BRCA,TCGA-A7-A6VX-01A-12R-A33J-07,INTS9,AC130352.1
BRCA,TCGA-A7-A6VY-01A-12R-A33J-07,CHPT1,MYBPC1
BRCA,TCGA-A7-A6VY-01A-12R-A33J-07,EHMT1,GRIN1
BRCA,TCGA-A7-A6VY-01A-12R-A33J-07,EXT1,SAMD12
BRCA,TCGA-A7-A6VY-01A-12R-A33J-07,NCALD,SLC5A11
BRCA,TCGA-A7-A6VY-01A-12R-A33J-07,NECAB3,ARHGAP40
BRCA,TCGA-A7-A6VY-01A-12R-A33J-07,UBXN4,R3HDM1
BRCA,TCGA-A8-A06N-01A-11R-A00Z-07,CMPK1,SH2D1B
BRCA,TCGA-A8-A06N-01A-11R-A00Z-07,OSBP,GAL
BRCA,TCGA-A8-A06N-01A-11R-A00Z-07,SDHAF2,RIN1
BRCA,TCGA-A8-A06N-01A-11R-A00Z-07,TOM1,PITPNB
BRCA,TCGA-A8-A06O-01A-11R-A00Z-07,IFITM10,DENND5A
BRCA,TCGA-A8-A06O-01A-11R-A00Z-07,KIAA0247,RAD51B
BRCA,TCGA-A8-A06O-01A-11R-A00Z-07,PUM2,HS1BP3
BRCA,TCGA-A8-A06O-01A-11R-A00Z-07,USP22,MYH10
BRCA,TCGA-A8-A06O-01A-11R-A00Z-07,ZFP91,RAB6A
BRCA,TCGA-A8-A06P-01A-11R-A00Z-07,CRHR1,CENPP
BRCA,TCGA-A8-A06P-01A-11R-A00Z-07,NEDD4L,TLN2
BRCA,TCGA-A8-A06Q-01A-11R-A034-07,ANAPC16,MICU1
BRCA,TCGA-A8-A06Q-01A-11R-A034-07,ESR1,USP25
BRCA,TCGA-A8-A06Q-01A-11R-A034-07,GREB1L,CEP192
BRCA,TCGA-A8-A06Q-01A-11R-A034-07,NR2C2,ASCC1
BRCA,TCGA-A8-A06Q-01A-11R-A034-07,TMTC2,PPFIA2
BRCA,TCGA-A8-A06Q-01A-11R-A034-07,XPC,RCOR1
BRCA,TCGA-A8-A06R-01A-11R-A00Z-07,DYNC1H1,PPP2R5C
BRCA,TCGA-A8-A06R-01A-11R-A00Z-07,FGFR1OP,MCM9
BRCA,TCGA-A8-A06R-01A-11R-A00Z-07,INADL,CACHD1
BRCA,TCGA-A8-A06R-01A-11R-A00Z-07,PKIB,SLC35F1
BRCA,TCGA-A8-A06R-01A-11R-A00Z-07,PLCB3,BAD
BRCA,TCGA-A8-A06T-01A-11R-A00Z-07,ASCC3,ATL1
BRCA,TCGA-A8-A06T-01A-11R-A00Z-07,KAT6A,IKBKB
BRCA,TCGA-A8-A06U-01A-11R-A00Z-07,AKAP13,CHSY3
BRCA,TCGA-A8-A06U-01A-11R-A00Z-07,ATP6V1A,OPA1
BRCA,TCGA-A8-A06U-01A-11R-A00Z-07,CHD2,HOMER2
BRCA,TCGA-A8-A06U-01A-11R-A00Z-07,CUL5,SHANK2
BRCA,TCGA-A8-A06U-01A-11R-A00Z-07,GTF2H1,HPS5
BRCA,TCGA-A8-A06U-01A-11R-A00Z-07,HPS5,SETD5
BRCA,TCGA-A8-A06U-01A-11R-A00Z-07,KCNE2,HTN3
BRCA,TCGA-A8-A06U-01A-11R-A00Z-07,LPP,FAM108C1
BRCA,TCGA-A8-A06U-01A-11R-A00Z-07,MARK3,BAG5
BRCA,TCGA-A8-A06U-01A-11R-A00Z-07,MFSD6,CXorf66
BRCA,TCGA-A8-A06U-01A-11R-A00Z-07,NUMA1,ADARB2
BRCA,TCGA-A8-A06U-01A-11R-A00Z-07,NUP98,TMEM117
BRCA,TCGA-A8-A06U-01A-11R-A00Z-07,SBF2,MDM2
BRCA,TCGA-A8-A06U-01A-11R-A00Z-07,TOPBP1,NEK11
BRCA,TCGA-A8-A06U-01A-11R-A00Z-07,ZBTB20,CD96
BRCA,TCGA-A8-A06X-01A-21R-A00Z-07,CRLS1,SEL1L2
BRCA,TCGA-A8-A06X-01A-21R-A00Z-07,HTATSF1,BRS3
BRCA,TCGA-A8-A06X-01A-21R-A00Z-07,OAS3,RPH3A
BRCA,TCGA-A8-A06X-01A-21R-A00Z-07,PTK2,AC016722.1
BRCA,TCGA-A8-A06X-01A-21R-A00Z-07,PTK2,AC016722.2
BRCA,TCGA-A8-A06Y-01A-21R-A00Z-07,KIAA0368,WNK2
BRCA,TCGA-A8-A06Y-01A-21R-A00Z-07,STC2,TYK2
BRCA,TCGA-A8-A06Z-01A-11R-A00Z-07,ARHGAP32,AHNAK
BRCA,TCGA-A8-A06Z-01A-11R-A00Z-07,FAM49B,ASAP1
BRCA,TCGA-A8-A06Z-01A-11R-A00Z-07,FRS2,LYZ
BRCA,TCGA-A8-A06Z-01A-11R-A00Z-07,SHB,PALM2-AKAP2
BRCA,TCGA-A8-A06Z-01A-11R-A00Z-07,SLC43A2,SMG6
BRCA,TCGA-A8-A06Z-01A-11R-A00Z-07,TMEM135,CLMP
BRCA,TCGA-A8-A06Z-01A-11R-A00Z-07,USP22,SPACA3
BRCA,TCGA-A8-A076-01A-21R-A00Z-07,FBXL20,TANC2
BRCA,TCGA-A8-A076-01A-21R-A00Z-07,KAT7,AXIN2
BRCA,TCGA-A8-A076-01A-21R-A00Z-07,MED24,CEP112
BRCA,TCGA-A8-A076-01A-21R-A00Z-07,TANC2,ANKFN1
BRCA,TCGA-A8-A076-01A-21R-A00Z-07,USP22,MYH10
BRCA,TCGA-A8-A076-01A-21R-A00Z-07,ZFP91,RAB6A
BRCA,TCGA-A8-A079-01A-21R-A00Z-07,EPB41L1,GHRH
BRCA,TCGA-A8-A079-01A-21R-A00Z-07,GALNT2,KIF26B
BRCA,TCGA-A8-A079-01A-21R-A00Z-07,IGFBP5,CXCR5
BRCA,TCGA-A8-A079-01A-21R-A00Z-07,INTS4,C11orf30
BRCA,TCGA-A8-A079-01A-21R-A00Z-07,MBTD1,MYO7A
BRCA,TCGA-A8-A079-01A-21R-A00Z-07,PELI1,ACTG2
BRCA,TCGA-A8-A079-01A-21R-A00Z-07,PHF20,RPN2
BRCA,TCGA-A8-A079-01A-21R-A00Z-07,SMEK1,FBXO34
BRCA,TCGA-A8-A079-01A-21R-A00Z-07,SYNE2,KIAA0391
BRCA,TCGA-A8-A07B-01A-11R-A00Z-07,GPATCH8,NPLOC4
BRCA,TCGA-A8-A07B-01A-11R-A00Z-07,NPLOC4,AC087491.2
BRCA,TCGA-A8-A07B-01A-11R-A00Z-07,RAPGEFL1,MAPT
BRCA,TCGA-A8-A07B-01A-11R-A00Z-07,XRRA1,FAM168A
BRCA,TCGA-A8-A07C-01A,C14orf45,RP5-1021I20.4
BRCA,TCGA-A8-A07C-01A,EHBP1,FAM59B
BRCA,TCGA-A8-A07C-01A,FLNB,SLMAP
BRCA,TCGA-A8-A07C-01A,HEG1,SLC12A8
BRCA,TCGA-A8-A07C-01A,MLL3,AUTS2
BRCA,TCGA-A8-A07C-01A,MLLT4,HMGCLL1
BRCA,TCGA-A8-A07C-01A,PI4KB,SELENBP1
BRCA,TCGA-A8-A07C-01A,PIGU,XRCC4
BRCA,TCGA-A8-A07C-01A,RYR2,GPR137B
BRCA,TCGA-A8-A07C-01A,TACC2,ATE1
BRCA,TCGA-A8-A07C-01A,TMEM182,SLC9A2
BRCA,TCGA-A8-A07C-01A,XRN1,PIP4K2A
BRCA,TCGA-A8-A07C-01A,ZDHHC6,CTIF
BRCA,TCGA-A8-A07E-01A-11R-A034-07,FCHSD2,PLEKHB1
BRCA,TCGA-A8-A07F-01A-11R-A00Z-07,LRP11,ULBP2
BRCA,TCGA-A8-A07G-01A-11R-A034-07,RPS19,DMRTC2
BRCA,TCGA-A8-A07G-01A-11R-A034-07,TBL1XR1,USP13
BRCA,TCGA-A8-A07G-01A-11R-A034-07,UBE3A,CYP19A1
BRCA,TCGA-A8-A07I-01A-11R-A00Z-07,ACSF2,SPAG9
BRCA,TCGA-A8-A07I-01A-11R-A00Z-07,ADCK2,DPP6
BRCA,TCGA-A8-A07I-01A-11R-A00Z-07,AKAP1,ANKFN1
BRCA,TCGA-A8-A07I-01A-11R-A00Z-07,ASH1L,AIM2
BRCA,TCGA-A8-A07I-01A-11R-A00Z-07,CDK8,IKZF3
BRCA,TCGA-A8-A07I-01A-11R-A00Z-07,SCD,GPR19
BRCA,TCGA-A8-A07I-01A-11R-A00Z-07,SOCS7,SRCIN1
BRCA,TCGA-A8-A07I-01A-11R-A00Z-07,SPOP,XYLT2
BRCA,TCGA-A8-A07I-01A-11R-A00Z-07,TEX14,SDK2
BRCA,TCGA-A8-A07J-01A-11R-A00Z-07,GTPBP2,HIST1H2BJ
BRCA,TCGA-A8-A07L-01A-11R-A00Z-07,AKAP8,VMP1
BRCA,TCGA-A8-A07L-01A-11R-A00Z-07,AP2A2,TMEM80
BRCA,TCGA-A8-A07L-01A-11R-A00Z-07,FAM73B,NUP188
BRCA,TCGA-A8-A07L-01A-11R-A00Z-07,GDAP2,SPAG17
BRCA,TCGA-A8-A07L-01A-11R-A00Z-07,LRBA,CASP12
BRCA,TCGA-A8-A07L-01A-11R-A00Z-07,RWDD3,TMEM56
BRCA,TCGA-A8-A07L-01A-11R-A00Z-07,SFMBT1,RFT1
BRCA,TCGA-A8-A07O-01A-11R-A00Z-07,AGPAT3,PDXK
BRCA,TCGA-A8-A07O-01A-11R-A00Z-07,ASCC1,MICU1
BRCA,TCGA-A8-A07O-01A-11R-A00Z-07,CTTN,ANO1
BRCA,TCGA-A8-A07O-01A-11R-A00Z-07,FAM190A,MMRN1
BRCA,TCGA-A8-A07O-01A-11R-A00Z-07,FRS2,LYZ
BRCA,TCGA-A8-A07O-01A-11R-A00Z-07,LIMK2,RUFY1
BRCA,TCGA-A8-A07O-01A-11R-A00Z-07,MTR,IFI16
BRCA,TCGA-A8-A07O-01A-11R-A00Z-07,MYO9A,TMEM59
BRCA,TCGA-A8-A07O-01A-11R-A00Z-07,PCMTD2,DNAJC5
BRCA,TCGA-A8-A07O-01A-11R-A00Z-07,SCYL2,FAM71C
BRCA,TCGA-A8-A07O-01A-11R-A00Z-07,SLC35G6,SLC16A13
BRCA,TCGA-A8-A07O-01A-11R-A00Z-07,STRBP,DENND1A
BRCA,TCGA-A8-A07O-01A-11R-A00Z-07,TCEB3,IFT140
BRCA,TCGA-A8-A07P-01A-11R-A00Z-07,MRPL48,DTX4
BRCA,TCGA-A8-A07P-01A-11R-A00Z-07,PCMTD1,WRN
BRCA,TCGA-A8-A07P-01A-11R-A00Z-07,USP22,MYH10
BRCA,TCGA-A8-A07P-01A-11R-A00Z-07,ZFP91,RAB6A
BRCA,TCGA-A8-A07R-01A-21R-A034-07,ADIPOR2,ERC1
BRCA,TCGA-A8-A07R-01A-21R-A034-07,ATL2,HNRPLL
BRCA,TCGA-A8-A07R-01A-21R-A034-07,GAK,MAGI1
BRCA,TCGA-A8-A07R-01A-21R-A034-07,PLXDC2,SYNE1
BRCA,TCGA-A8-A07U-01A-11R-A034-07,C1orf9,DNM3
BRCA,TCGA-A8-A07U-01A-11R-A034-07,GIGYF2,EFHD1
BRCA,TCGA-A8-A07U-01A-11R-A034-07,MFSD1,GFM1
BRCA,TCGA-A8-A07U-01A-11R-A034-07,PPP2R3C,NFKBIA
BRCA,TCGA-A8-A07U-01A-11R-A034-07,PPTC7,ALS2CR12
BRCA,TCGA-A8-A07U-01A-11R-A034-07,SCUBE3,ANKS1A
BRCA,TCGA-A8-A07W-01A-11R-A00Z-07,BCAS4,PTPN1
BRCA,TCGA-A8-A07W-01A-11R-A00Z-07,KIF16B,HIPK3
BRCA,TCGA-A8-A07W-01A-11R-A00Z-07,MYO1E,BNIP2
BRCA,TCGA-A8-A07W-01A-11R-A00Z-07,PRPF19,DDB1
BRCA,TCGA-A8-A07W-01A-11R-A00Z-07,RABEP1,RORB
BRCA,TCGA-A8-A07W-01A-11R-A00Z-07,RFWD2,XPR1
BRCA,TCGA-A8-A07W-01A-11R-A00Z-07,SH3GL1,TAX1BP1
BRCA,TCGA-A8-A07W-01A-11R-A00Z-07,SHANK2,CPT1A
BRCA,TCGA-A8-A07W-01A-11R-A00Z-07,STIM1,FITM2
BRCA,TCGA-A8-A07W-01A-11R-A00Z-07,XPR1,RFWD2
BRCA,TCGA-A8-A081-01A-11R-A00Z-07,CHD9,KSR1
BRCA,TCGA-A8-A081-01A-11R-A00Z-07,DNAJC1,DCLRE1C
BRCA,TCGA-A8-A081-01A-11R-A00Z-07,PC,DCDC2
BRCA,TCGA-A8-A081-01A-11R-A00Z-07,SERPINI1,NAALADL2
BRCA,TCGA-A8-A083-01A-21R-A00Z-07,DGCR2,SEC63
BRCA,TCGA-A8-A084-01A-21R-A00Z-07,BOK,MYEOV2
BRCA,TCGA-A8-A084-01A-21R-A00Z-07,DGKD,SP140
BRCA,TCGA-A8-A084-01A-21R-A00Z-07,SNED1,HJURP
BRCA,TCGA-A8-A085-01A-11R-A00Z-07,COL4A5,RGAG1
BRCA,TCGA-A8-A086-01A-11R-A00Z-07,INTS4,PPFIA1
BRCA,TCGA-A8-A086-01A-11R-A00Z-07,MRPL48,DTX4
BRCA,TCGA-A8-A086-01A-11R-A00Z-07,NUMA1,PTH
BRCA,TCGA-A8-A086-01A-11R-A00Z-07,TMEM188,ANK1
BRCA,TCGA-A8-A086-01A-11R-A00Z-07,USP22,MYH10
BRCA,TCGA-A8-A086-01A-11R-A00Z-07,YAP1,STIM1
BRCA,TCGA-A8-A086-01A-11R-A00Z-07,ZFP91,RAB6A
BRCA,TCGA-A8-A08B-01A-11R-A00Z-07,MATR3,CTNNA1
BRCA,TCGA-A8-A08B-01A-11R-A00Z-07,NSMCE2,SNTB1
BRCA,TCGA-A8-A08B-01A-11R-A00Z-07,RARA,PGAP3
BRCA,TCGA-A8-A08F-01A-11R-A00Z-07,CNOT2,NUP107
BRCA,TCGA-A8-A08F-01A-11R-A00Z-07,EPC2,MBD5
BRCA,TCGA-A8-A08F-01A-11R-A00Z-07,LIN7A,TRHDE
BRCA,TCGA-A8-A08F-01A-11R-A00Z-07,LRP8,RAD51C
BRCA,TCGA-A8-A08F-01A-11R-A00Z-07,RDH13,RUSC1
BRCA,TCGA-A8-A08F-01A-11R-A00Z-07,RORA,ALMS1
BRCA,TCGA-A8-A08F-01A-11R-A00Z-07,TAF6L,GLYATL1
BRCA,TCGA-A8-A08G-01A-11R-A00Z-07,DENND5A,PGPEP1L
BRCA,TCGA-A8-A08G-01A-11R-A00Z-07,ENOX2,OSBPL5
BRCA,TCGA-A8-A08G-01A-11R-A00Z-07,MTMR1,FATE1
BRCA,TCGA-A8-A08G-01A-11R-A00Z-07,MYL6,SF3B2
BRCA,TCGA-A8-A08G-01A-11R-A00Z-07,PHRF1,LRRC56
BRCA,TCGA-A8-A08G-01A-11R-A00Z-07,SBF2,PGAP2
BRCA,TCGA-A8-A08G-01A-11R-A00Z-07,UBAP2,TEAD1
BRCA,TCGA-A8-A08I-01A-11R-A00Z-07,BLNK,ZNF536
BRCA,TCGA-A8-A08I-01A-11R-A00Z-07,BRF1,FOXN3
BRCA,TCGA-A8-A08I-01A-11R-A00Z-07,C19orf63,MBOAT7
BRCA,TCGA-A8-A08I-01A-11R-A00Z-07,EFCAB11,ASB2
BRCA,TCGA-A8-A08I-01A-11R-A00Z-07,FAM168A,DNAJB13
BRCA,TCGA-A8-A08I-01A-11R-A00Z-07,KATNA1,PPP2R1A
BRCA,TCGA-A8-A08I-01A-11R-A00Z-07,MCART1,GLIPR2
BRCA,TCGA-A8-A08I-01A-11R-A00Z-07,MTF2,GPSM2
BRCA,TCGA-A8-A08I-01A-11R-A00Z-07,PSAP,TYK2
BRCA,TCGA-A8-A08I-01A-11R-A00Z-07,RG9MTD3,AR
BRCA,TCGA-A8-A08I-01A-11R-A00Z-07,RNF38,GLIPR2
BRCA,TCGA-A8-A08I-01A-11R-A00Z-07,SEMA6A,LSM6
BRCA,TCGA-A8-A08I-01A-11R-A00Z-07,SHANK1,MTHFD1L
BRCA,TCGA-A8-A08I-01A-11R-A00Z-07,UBAP1,UBAP2
BRCA,TCGA-A8-A08I-01A-11R-A00Z-07,XPR1,TYW3
BRCA,TCGA-A8-A08I-01A-11R-A00Z-07,ZCCHC7,GLIPR2
BRCA,TCGA-A8-A08I-01A-11R-A00Z-07,ZNF675,IGSF23
BRCA,TCGA-A8-A08J-01A-11R-A00Z-07,ADNP,MMP24
BRCA,TCGA-A8-A08J-01A-11R-A00Z-07,ARHGAP10,TMEM184C
BRCA,TCGA-A8-A08J-01A-11R-A00Z-07,BCAS3,VMP1
BRCA,TCGA-A8-A08J-01A-11R-A00Z-07,MRPL48,DTX4
BRCA,TCGA-A8-A08J-01A-11R-A00Z-07,NCOR1,ZNF287
BRCA,TCGA-A8-A08J-01A-11R-A00Z-07,PSMD11,CEP112
BRCA,TCGA-A8-A08J-01A-11R-A00Z-07,PWP2,SFSWAP
BRCA,TCGA-A8-A08J-01A-11R-A00Z-07,RABGAP1L,LGR6
BRCA,TCGA-A8-A08J-01A-11R-A00Z-07,RALGAPB,EPB41L1
BRCA,TCGA-A8-A08J-01A-11R-A00Z-07,RP4-788L13.1,IQGAP3
BRCA,TCGA-A8-A08J-01A-11R-A00Z-07,SPATA13,PRRC2C
BRCA,TCGA-A8-A08J-01A-11R-A00Z-07,UBE2G1,SPNS3
BRCA,TCGA-A8-A08J-01A-11R-A00Z-07,USP22,MYH10
BRCA,TCGA-A8-A08J-01A-11R-A00Z-07,ZFP91,RAB6A
BRCA,TCGA-A8-A08L-01A-11R-A00Z-07,C20orf112,COMMD7
BRCA,TCGA-A8-A08L-01A-11R-A00Z-07,CASK,EYA2
BRCA,TCGA-A8-A08L-01A-11R-A00Z-07,CHN1,TSGA10
BRCA,TCGA-A8-A08L-01A-11R-A00Z-07,CTBP2,ADAM12
BRCA,TCGA-A8-A08L-01A-11R-A00Z-07,IPO11,TNFAIP8
BRCA,TCGA-A8-A08L-01A-11R-A00Z-07,SBF2,TMEM99
BRCA,TCGA-A8-A08O-01A-21R-A056-07,AGAP1,WDR11
BRCA,TCGA-A8-A08O-01A-21R-A056-07,FOXK2,TIAF1
BRCA,TCGA-A8-A08O-01A-21R-A056-07,ITGB4,NARF
BRCA,TCGA-A8-A08O-01A-21R-A056-07,SLC25A10,USP32
BRCA,TCGA-A8-A08O-01A-21R-A056-07,YPEL2,SDF2
BRCA,TCGA-A8-A08P-01A-11R-A00Z-07,APP,RCAN1
BRCA,TCGA-A8-A08P-01A-11R-A00Z-07,BRWD1,LCA5L
BRCA,TCGA-A8-A08P-01A-11R-A00Z-07,GAS8,SPIRE2
BRCA,TCGA-A8-A08P-01A-11R-A00Z-07,GMPR,C8orf38
BRCA,TCGA-A8-A08P-01A-11R-A00Z-07,MSL2,PPP2R3A
BRCA,TCGA-A8-A08P-01A-11R-A00Z-07,PCCB,DLG1
BRCA,TCGA-A8-A08P-01A-11R-A00Z-07,PRRG2,FCGRT
BRCA,TCGA-A8-A08P-01A-11R-A00Z-07,SLC20A2,HIP1
BRCA,TCGA-A8-A08P-01A-11R-A00Z-07,TBL1XR1,RP11-433C9.2
BRCA,TCGA-A8-A08R-01A-11R-A034-07,CABLES1,RBBP8
BRCA,TCGA-A8-A08R-01A-11R-A034-07,LMNB2,GNG7
BRCA,TCGA-A8-A08R-01A-11R-A034-07,SLC25A13,STK31
BRCA,TCGA-A8-A08R-01A-11R-A034-07,TMEM181,HMGCLL1
BRCA,TCGA-A8-A08R-01A-11R-A034-07,TRIM24,ULK4
BRCA,TCGA-A8-A08S-01A-11R-A034-07,FBXL20,MYO1D
BRCA,TCGA-A8-A08S-01A-11R-A034-07,LRTOMT,UVRAG
BRCA,TCGA-A8-A08S-01A-11R-A034-07,NUMA1,AATF
BRCA,TCGA-A8-A08T-01A-21R-A00Z-07,MTDH,KIAA0146
BRCA,TCGA-A8-A08T-01A-21R-A00Z-07,NCOA2,ARFGEF1
BRCA,TCGA-A8-A08X-01A-21R-A00Z-07,FAM129B,OLFM1
BRCA,TCGA-A8-A08X-01A-21R-A00Z-07,FAM129B,SEC16A
BRCA,TCGA-A8-A08X-01A-21R-A00Z-07,GMDS,DNAH8
BRCA,TCGA-A8-A08X-01A-21R-A00Z-07,MAPKAP1,PRRC2B
BRCA,TCGA-A8-A08X-01A-21R-A00Z-07,MAPKAP1,VAV2
BRCA,TCGA-A8-A08X-01A-21R-A00Z-07,SCAI,CA8
BRCA,TCGA-A8-A08X-01A-21R-A00Z-07,SLFN11,C17orf37
BRCA,TCGA-A8-A08X-01A-21R-A00Z-07,TBL1XR1,LXN
BRCA,TCGA-A8-A08Z-01A-21R-A00Z-07,SYNE2,DMRTA1
BRCA,TCGA-A8-A090-01A-11R-A00Z-07,ASH1L,GATAD2B
BRCA,TCGA-A8-A090-01A-11R-A00Z-07,TOM1L2,AC005863.1
BRCA,TCGA-A8-A091-01A-11R-A00Z-07,C11orf30,BBS9
BRCA,TCGA-A8-A091-01A-11R-A00Z-07,C2CD3,ABCA13
BRCA,TCGA-A8-A091-01A-11R-A00Z-07,DPY19L1,NRXN2
BRCA,TCGA-A8-A091-01A-11R-A00Z-07,NCOA5,CDH4
BRCA,TCGA-A8-A091-01A-11R-A00Z-07,ROCK1,LRIG3
BRCA,TCGA-A8-A091-01A-11R-A00Z-07,TSKU,SFRP4
BRCA,TCGA-A8-A092-01A-11R-A00Z-07,CHD9,SPG7
BRCA,TCGA-A8-A092-01A-11R-A00Z-07,MRPL48,DTX4
BRCA,TCGA-A8-A092-01A-11R-A00Z-07,SMAD2,ZBTB7C
BRCA,TCGA-A8-A092-01A-11R-A00Z-07,USP22,MYH10
BRCA,TCGA-A8-A092-01A-11R-A00Z-07,ZFP91,RAB6A
BRCA,TCGA-A8-A093-01A-11R-A00Z-07,FCHSD2,DTX4
BRCA,TCGA-A8-A093-01A-11R-A00Z-07,MRPL48,DTX4
BRCA,TCGA-A8-A093-01A-11R-A00Z-07,USP22,MYH10
BRCA,TCGA-A8-A093-01A-11R-A00Z-07,ZFP91,RAB6A
BRCA,TCGA-A8-A094-01A-11R-A00Z-07,MID1,ARHGAP6
BRCA,TCGA-A8-A094-01A-11R-A00Z-07,TLK1,SSB
BRCA,TCGA-A8-A094-01A-11R-A00Z-07,ZFYVE26,RAD51B
BRCA,TCGA-A8-A094-01A-11R-A00Z-07,ZNF544,SENP6
BRCA,TCGA-A8-A094-01A-11R-A00Z-07,ZNRF3,ASCC2
BRCA,TCGA-A8-A097-01A-11R-A034-07,ANO1,CYP2R1
BRCA,TCGA-A8-A097-01A-11R-A034-07,CARD8,BCKDHA
BRCA,TCGA-A8-A097-01A-11R-A034-07,FN1,EIF2AK2
BRCA,TCGA-A8-A097-01A-11R-A034-07,LRTOMT,NFIC
BRCA,TCGA-A8-A097-01A-11R-A034-07,2-Mar,PLVAP
BRCA,TCGA-A8-A097-01A-11R-A034-07,TRAM1,ZFPM2
BRCA,TCGA-A8-A09A-01A-11R-A00Z-07,E2F6,LYRM4
BRCA,TCGA-A8-A09A-01A-11R-A00Z-07,FAM102A,NAIF1
BRCA,TCGA-A8-A09A-01A-11R-A00Z-07,HECTD2,PCGF5
BRCA,TCGA-A8-A09A-01A-11R-A00Z-07,INTS8,DPY19L4
BRCA,TCGA-A8-A09A-01A-11R-A00Z-07,LNX1,GABRB1
BRCA,TCGA-A8-A09A-01A-11R-A00Z-07,NRIP1,SHCBP1
BRCA,TCGA-A8-A09A-01A-11R-A00Z-07,SEC31A,MUC7
BRCA,TCGA-A8-A09A-01A-11R-A00Z-07,SLC16A5,ICT1
BRCA,TCGA-A8-A09A-01A-11R-A00Z-07,VMP1,PSMA6
BRCA,TCGA-A8-A09A-01A-11R-A00Z-07,ZBTB8OS,IGF2BP1
BRCA,TCGA-A8-A09C-01A-11R-A00Z-07,CBX4,EFCAB5
BRCA,TCGA-A8-A09C-01A-11R-A00Z-07,GLCE,NOX5
BRCA,TCGA-A8-A09C-01A-11R-A00Z-07,GLCE,SPESP1
BRCA,TCGA-A8-A09C-01A-11R-A00Z-07,TMEM135,ALDH3B2
BRCA,TCGA-A8-A09C-01A-11R-A00Z-07,USP22,MYH10
BRCA,TCGA-A8-A09C-01A-11R-A00Z-07,ZFP91,RAB6A
BRCA,TCGA-A8-A09D-01A-11R-A00Z-07,AMBRA1,HARBI1
BRCA,TCGA-A8-A09D-01A-11R-A00Z-07,ARFGEF2,TSHZ2
BRCA,TCGA-A8-A09D-01A-11R-A00Z-07,ATG13,TSPAN18
BRCA,TCGA-A8-A09D-01A-11R-A00Z-07,CAMK1D,TSPAN18
BRCA,TCGA-A8-A09D-01A-11R-A00Z-07,CLPB,ARMC4
BRCA,TCGA-A8-A09D-01A-11R-A00Z-07,MAP4,RHOA
BRCA,TCGA-A8-A09D-01A-11R-A00Z-07,PHF21A,CAMK1D
